Player_ID,PlayerName,PositionID
1877,Jesse James,
1878,Olabisi Johnson,
1879,Darwin Thompson,
1880,KeeSean Johnson,
1881,Nick Boyle,
1882,Ryan Izzo,
1883,Tyler Ervin,
1884,Cameron Batson,
1885,Kaden Smith,
1886,Auden Tate,
1887,Mike Thomas,
1888,John Hightower,
1889,Christian Blake,
1890,Jace Sternberger,
1891,Jason Witten,8005
1892,Chad Henne,8002
1893,Patrick Laird,
1894,De'Michael Harris,
1895,Malcolm Perry,
1896,Troymaine Pope,
1897,DeAndre Washington,
1898,C.J. Board,
1899,Ryan Finley,
1900,Maxx Williams,
1901,Darrell Daniels,
1902,Troy Fumagalli,
1903,Stephen Anderson,
1904,Ryan Nall,
1905,Keith Smith,
1906,Matt Barkley,
1907,Antonio Williams,
1908,Malik Taylor,
1909,Ryan Griffin,
1910,Andre Roberts,
1911,Dez Bryant,8004
1912,J.J. Taylor,
1913,Garrett Gilbert,
1914,Jaydon Mickens,
1915,Pharoh Cooper,
1916,Austin Mack,
1917,Reggie Bonnafon,
1918,Diontae Spencer,
1919,Josh Hill,
1920,Chase Daniel,
1921,Gabe Nabers,
1922,T.J. Yeldon,
1923,Jakob Johnson,
1924,Tyrie Cleveland,
1925,Javon Wims,
1926,Lee Smith,
1927,C.J. Prosise,
1928,Robert Griffin III,8002
1929,Devine Ozigbo,
1930,K.J. Hill,
1931,Luke Stocker,
1932,JJ Arcega-Whiteside,
1933,Trenton Cannon,
1934,Ben DiNucci,8002
1935,Demetrius Harris,
1936,Joe Reed,
1937,Virgil Green,
1938,Ja'Marcus Bradley,
1939,Steven Mitchell,
1940,Nick Keizer,
1941,Darrius Shepherd,
1942,Deon Yelder,
1943,Buddy Howell,
1944,Cethan Carter,
1945,Damion Ratley,
